,Actual,L_Predicted,DTR_Predicted,RFR_Predict,HGBR_Predict
38,185000.0,264350.9533092297,173900.0,194866.0,186785.63963372703
39,127900.0,89821.63557032672,139300.0,119311.0,142786.352850449
40,92500.0,148850.66579943872,90200.0,95544.0,98183.64214616572
41,176800.0,167158.60552786253,190300.0,182320.0,175438.7389972172
42,119900.0,140221.21489601716,98400.0,148630.0,121784.6653438326
43,116100.0,225725.65180181997,125000.0,156600.0,179844.1440793915
44,291700.0,286233.8288350374,227800.0,252185.02,228213.563071971
45,277300.0,298018.34387517336,272200.0,292739.01,311127.2052684763
46,132800.0,150547.192476717,117000.0,127004.01,114677.69122240822
47,231900.0,266695.94155771035,211400.0,284856.0,257991.1795360479
48,88300.0,143293.7158250484,96000.0,97460.0,110166.85159326569
49,80000.0,90221.70401814205,47500.0,64187.0,70117.45233968986
50,109100.0,185753.64470204554,118200.0,123162.0,130701.37629236965
51,163300.0,188148.24194934082,176000.0,163573.0,163811.7552223091
52,109900.0,151495.6399570211,137500.0,119437.0,120554.39355437034
53,300000.0,213701.67622753308,238000.0,278750.01,269366.707549953
54,184600.0,169744.80487017118,178400.0,179120.0,166735.10346833913
55,216000.0,253053.11817352608,213800.0,225499.0,217608.58337304214
56,227600.0,311195.70443953254,252200.0,280446.03,295381.5259999211
57,225000.0,233149.5175215266,270500.0,261045.02,321333.334767484
58,161500.0,212921.9102046169,137500.0,161846.0,158380.68696912072
59,194100.0,196230.7368821322,217400.0,174290.0,189077.2896987976
60,208800.0,222610.4618918822,194700.0,201834.0,191538.15466698442
61,230400.0,265649.40716369083,256300.0,244586.0,242451.5295953025
62,364200.0,244336.37892386853,179100.0,284743.0,246344.28325900593
63,184900.0,166439.8628140922,261600.0,194528.0,169440.58581646308
64,500001.0,470596.63974272157,500001.0,480378.73,473044.6639277403
65,286000.0,271908.99954797246,305600.0,266461.01,266836.76202666777
66,165300.0,211238.9813628024,55000.0,206912.0,197143.14936684407
67,500001.0,439339.9710561258,498600.0,460319.31,427268.1188840217
68,68200.0,97179.99493745979,89400.0,108946.0,104429.03515603194
69,321300.0,245859.70679567638,324300.0,344900.09,331992.61506188044
70,67500.0,94703.9918435907,79800.0,62250.0,65978.67517519886
71,90000.0,123641.71294768088,67600.0,77035.0,80102.86889344992
72,93800.0,72595.57727784381,87600.0,96826.0,128341.80091381236
73,185400.0,201195.19747518533,202100.0,178184.0,188759.10211593998
74,138700.0,135032.76711946697,136600.0,139846.0,137910.33496277797
75,221300.0,292272.36070598423,185000.0,225785.0,273886.74100728775
76,108900.0,117968.68393434814,118300.0,112590.0,108384.26607507594
77,500001.0,404682.8976315359,500001.0,497977.93,500928.37524813693
78,238000.0,179190.62716049253,165100.0,184902.0,162548.1109489425
79,140200.0,149364.4578309002,177900.0,167022.0,131616.68144226517
80,109400.0,174155.18640649662,162500.0,180111.0,155582.1806182489
81,253800.0,318955.28333118744,332200.0,336339.04,313807.9448578338
82,234600.0,193129.71508783058,132200.0,160238.0,174935.0186223042
83,194400.0,223595.4386396809,183200.0,205257.0,184451.5311833238
84,158800.0,217980.69228982442,149300.0,130614.0,152038.02966898898
85,331000.0,295037.8575693756,329200.0,323312.01,325160.78227457363
86,332500.0,281365.40560447593,259300.0,252986.0,248220.40874080246
87,396000.0,246798.26343912768,500001.0,405903.2,427144.39051422843
88,72100.0,123132.77452971027,165600.0,86220.0,96324.86428701747
89,185100.0,180544.47800661327,180600.0,184285.0,184908.06873159992
90,94200.0,73950.6834114462,111400.0,95410.0,88815.21698866916
91,175800.0,219877.23830913758,210900.0,214978.0,189553.58998633272
92,241500.0,232795.68669717075,275700.0,269652.0,268076.54725683265
93,352100.0,324116.9573424183,487800.0,423568.06,409373.0935441827
94,230700.0,263077.8669732401,234200.0,251682.01,223918.77780504257
95,500001.0,472702.4942290652,417000.0,480650.6,460548.5532571128
96,94700.0,98434.52761156298,85800.0,98233.0,106199.0079484294
97,230700.0,271266.8668181844,242200.0,260191.0,246100.4526620144
98,142900.0,185511.4094896356,277000.0,196318.0,151565.6998793764
99,179500.0,236908.4351869201,166500.0,184322.0,182696.81975118615
100,284900.0,308491.92011803424,314000.0,307698.03,313561.2088460491
101,142900.0,224666.32243152993,450000.0,210542.0,222059.3305386247
102,172900.0,123759.11891777106,115300.0,146150.0,120241.63354402912
103,119500.0,153850.28191922986,125000.0,119718.0,132276.042218961
104,115900.0,119347.26449342906,118300.0,143934.0,168707.87524770063
105,247100.0,288645.80266144336,359600.0,318247.01,269026.44310979015
106,176700.0,183842.591835006,220000.0,190024.0,218205.58842077045
107,218800.0,140094.86028177128,131300.0,149829.02,139553.47060913773
108,73600.0,190567.6100792066,92800.0,109773.0,121280.09005682301
109,159900.0,152217.41399738233,183900.0,183481.0,174730.67083917398
110,77700.0,62098.951861470734,83000.0,81419.0,80566.50614951306
111,176600.0,221965.20738016462,206700.0,195515.0,178626.68526556814
112,174300.0,277015.09413740126,500001.0,260467.09,230391.36531497337
113,355000.0,297312.0791115842,345700.0,334136.06,357594.01133456925
114,500001.0,177354.68040437682,450000.0,286650.09,299617.7364035851
115,232300.0,189246.3551132204,188700.0,188996.0,201541.90758199358
116,191100.0,280255.3457967131,191000.0,216594.01,202518.04536865515
117,270800.0,284494.31951992406,263900.0,272004.0,276953.3767848544
118,177500.0,127057.47130817578,162500.0,145241.0,132901.8651165227
119,41800.0,76280.74561203847,78100.0,87567.0,74989.42302262879
120,156300.0,261565.56646271123,186500.0,197465.0,211395.38965262574
121,386100.0,437222.65061984444,477700.0,478418.42,444757.1170174483
122,174900.0,235212.27972329844,166300.0,171161.0,154358.61986588614
123,142000.0,150452.23015503382,147100.0,158236.0,166706.30936509286
124,159000.0,202891.32495942607,164100.0,150404.0,168433.62103589284
125,116300.0,101724.93930348518,168300.0,121604.0,112735.6989891961
126,87100.0,164707.4622468862,96900.0,118468.0,103304.81338444397
127,318700.0,279100.00620614365,227700.0,245748.01,274373.4857537312
128,288000.0,289767.5447099163,233200.0,276432.0,295602.33119440236
129,500001.0,365215.1831643294,480800.0,395385.06,416990.34159315244
130,500001.0,225005.092648603,317100.0,235555.01,275510.136959716
131,137500.0,171833.04099656618,147100.0,163834.0,164300.70753536237
132,214200.0,255229.33958349883,319000.0,245703.06,223627.2536483121
133,322700.0,325757.8103481344,328500.0,352345.03,320783.129634331
134,154200.0,129965.45638022009,138800.0,147177.0,151117.84810537082
135,54600.0,64405.44189541772,64600.0,54194.0,62316.79604102311
136,189800.0,264346.3056190484,211900.0,230512.0,225634.3952316416
137,173100.0,187375.92262124806,127200.0,179553.0,178411.63506103755
138,83800.0,48652.43404287973,67000.0,92084.0,79051.41549377854
139,366700.0,293510.48601045855,337200.0,300714.0,328869.42962067656
140,99200.0,183215.92200518257,109100.0,139845.0,129643.1535318401
141,207400.0,192894.26407178945,157100.0,201895.0,206952.38580534907
142,195300.0,225242.00268127347,205900.0,192626.0,173145.66817300272
143,259200.0,206336.25128556657,224500.0,219276.03,210302.2417435872
144,274300.0,274364.3164927355,305600.0,283521.01,249202.63466993978
145,450000.0,179605.2383318363,500001.0,341290.2,305790.6711189541
146,119300.0,138641.41090074994,109000.0,121128.0,93903.91364172519
147,87500.0,167516.44454445917,142600.0,193455.01,186080.3658852029
148,97800.0,15053.896676193224,212500.0,134982.0,86545.39628913597
149,140700.0,90945.43573070431,122900.0,126331.0,102996.69552029247
150,210000.0,146558.83991564024,71200.0,163724.0,199134.4504012991
151,206800.0,208950.95922304876,241400.0,221553.01,206503.79411996956
152,316700.0,208671.5026285955,350000.0,215748.01,222371.70896011873
153,290600.0,203785.51258041163,178600.0,231055.01,243603.85248208625
154,141800.0,180362.1879817095,145500.0,157574.0,163198.79710065707
155,104300.0,118823.86987439496,119400.0,126412.0,114810.71575722509
156,500001.0,369913.4929784329,500001.0,466866.62,510316.0377724989
157,183300.0,207301.12550629376,244400.0,214013.0,213171.39304743079
158,354100.0,282352.868821131,273700.0,322969.04,350579.39896817465
159,160600.0,155596.3590727427,153000.0,166644.0,155554.83867748384
160,182900.0,214516.96588350678,187500.0,194822.0,181449.27099167174
161,170000.0,166295.8568324096,167700.0,191523.0,172801.79365584924
162,152200.0,173755.69286594956,136100.0,169747.0,168997.7775420815
163,165100.0,232509.04851926595,132900.0,162142.0,162144.25059046358
164,105800.0,149513.76464514714,124700.0,120899.0,129955.56990830577
165,182800.0,240972.93205592188,150800.0,158964.0,194460.76511468948
166,151700.0,122369.1481596216,123200.0,189749.0,179259.84267928154
167,120900.0,149114.07678121742,94400.0,105503.0,140955.66020110063
168,138000.0,155547.35335827735,107600.0,141304.0,119081.27426277248
169,110500.0,159858.20798282724,96200.0,151390.0,134553.3770292367
170,112500.0,177442.40332469696,500000.0,273817.07,256374.48049640126
171,156500.0,139465.07893784926,122500.0,120448.0,122012.13742082189
172,143800.0,106382.3089464436,175000.0,148355.0,133306.73611870848
173,314300.0,281010.22853906965,320200.0,317642.0,332110.97999979986
174,75000.0,15179.469515146164,68300.0,77485.0,57257.61011669156
175,500001.0,481545.51575542137,500001.0,499062.99,497316.59331469226
176,425000.0,271927.80542744213,366700.0,411891.18,395951.93599075044
177,282400.0,314550.77021389845,452300.0,346989.1,318015.69347423734
178,177300.0,194197.5440008705,231300.0,166092.0,156612.10131176043
179,110200.0,103168.46220327457,68500.0,87157.0,72504.01487567423
180,178900.0,281547.86725606816,218700.0,257468.0,241529.9145650859
181,208600.0,271823.8593381955,271300.0,268451.0,246353.23941569094
182,201900.0,212755.75996486272,212500.0,198824.0,181836.12066375974
183,340100.0,293823.6328814747,254800.0,254802.0,281801.87723084184
184,150300.0,225419.25406904414,149700.0,231742.0,182773.77828860513
185,125000.0,106152.38023473797,114200.0,129938.01,133095.97534442102
186,246600.0,289032.6709091164,454400.0,286281.02,326783.3426486778
187,338800.0,275714.20317163155,349500.0,361205.04,328965.33983299544
188,289400.0,249291.94789640082,286800.0,228464.0,226291.19628716362
189,272400.0,289611.39868995646,233500.0,291065.02,272197.46060097386
190,91200.0,58932.66355475888,68900.0,73227.0,76729.73003336514
191,258400.0,211905.07137259562,172100.0,206983.0,239151.61580598628
192,162500.0,169913.5200608846,150000.0,147508.0,134671.61946960987
193,199100.0,211046.0044520311,203200.0,184923.0,171954.63062330335
194,436700.0,326823.79423302354,500001.0,450072.21,440149.4263657047
195,333700.0,337126.1364028124,275100.0,340019.04,320061.12719769904
196,85700.0,160447.19117597552,91400.0,86929.0,93483.71175486494
197,70900.0,105703.18054914722,82300.0,78343.0,81987.38151707512
198,130500.0,97092.62585738773,144000.0,143705.0,120717.68281582108
199,225400.0,267958.10937313986,191100.0,236741.0,225992.14529764355
200,194000.0,289564.0088890731,268200.0,279322.02,280818.50564289966
201,214800.0,236714.88441397776,87500.0,187809.0,195823.96699815578
202,267500.0,296603.93463904026,255700.0,281174.01,275195.78812431777
203,179500.0,231343.4234601277,214600.0,197816.0,210935.40063397796
204,182100.0,254863.93977032346,274400.0,223088.0,228599.58546674895
205,430900.0,228521.15456325788,500001.0,303016.14,317023.78918049444
206,264700.0,183996.96361070123,272200.0,223541.0,156083.96581799298
207,336500.0,377905.6868653672,286600.0,416195.28,386906.92712700437
208,247900.0,213769.07741543278,270300.0,241035.0,211781.15366285716
209,244200.0,149281.1674222854,144600.0,132300.0,135483.44441945566
210,250000.0,224042.88137207247,266700.0,291873.04,316512.14814655046
211,110400.0,101364.62001119324,81400.0,84341.0,77580.19575514503
212,51700.0,50575.29267973866,67500.0,61833.0,81937.05283659001
213,326600.0,356938.4629792422,410200.0,373311.01,355023.0039594219
214,392700.0,369005.22189623106,467600.0,449481.36,431473.4392758687
215,196100.0,169828.61498053002,124700.0,146515.0,154706.55072927737
216,217300.0,258104.5922038201,276200.0,253747.02,219484.71467705598
217,218600.0,188733.55866901574,167900.0,185899.0,182636.59989093104
218,103100.0,128232.52468973795,159400.0,110387.0,99020.36242853191
219,100000.0,120391.12535157501,93400.0,105927.0,113196.24061810231
220,214600.0,203317.2013267965,150800.0,218758.0,208648.77213436327
221,104800.0,182633.37855202518,108600.0,115488.0,136691.1023871513
222,312500.0,321798.71510680474,296100.0,333397.03,336740.5281539962
223,500001.0,215243.71435469887,276300.0,357316.09,364536.3207187544
224,239700.0,202221.17956183493,231300.0,217408.0,198478.92168800673
225,73600.0,118738.44307302817,116700.0,109610.0,88362.17825650175
226,354300.0,314919.36276294605,369700.0,404592.15,310817.76985886745
227,187500.0,324125.13499384077,222700.0,325515.16,316941.6016006005
228,97700.0,125058.05459307285,131000.0,129716.0,115390.35438765808
229,135600.0,126808.25169681522,110400.0,119312.0,128357.48993207431
230,102800.0,107965.07913999389,143800.0,113181.0,111930.26148632632
231,382200.0,285528.7487657247,400000.0,377295.12,402242.87347051565
232,139200.0,157153.05089830008,124000.0,141123.0,147435.8087741701
233,235200.0,195397.17571424594,167100.0,166121.0,203483.51637850414
234,227100.0,218076.0035742282,174500.0,222351.0,189715.55491074256
235,75000.0,80564.11009571678,113900.0,90277.0,77245.82437917862
236,243800.0,185958.40855465765,145600.0,224120.0,163195.88570644084
237,500001.0,457118.7205031386,500001.0,450726.53,435314.7147494218
238,195600.0,258886.31677924952,173700.0,203902.0,185504.57879318565
239,282100.0,223119.80453868496,220800.0,208162.0,192845.31929251607
240,98500.0,151573.4205860887,128500.0,140146.0,150604.87788567162
241,75300.0,87380.87429512545,136700.0,95094.0,72101.22272099683
242,152500.0,130611.4104564542,162500.0,217337.0,188691.30521393567
243,94700.0,99544.3983387613,73000.0,90377.0,106986.06470895626
244,230900.0,264376.69204546156,213100.0,239342.0,240547.47945681858
245,58400.0,105890.29155992743,80600.0,87353.0,90618.96521610701
246,50000.0,39437.6140203526,90000.0,79627.0,81167.65190290265
247,232000.0,221843.2625750414,213200.0,240420.01,220799.39076975224
248,198100.0,212506.7808450911,194600.0,152656.0,155905.06954256154
249,380400.0,275272.13567657163,372300.0,408399.14,440630.393369846
250,270600.0,269831.4465849357,241700.0,320073.01,304382.6038274873
251,162600.0,219213.38076614865,164800.0,166627.0,176022.0929403962
252,302700.0,342080.2783206451,302500.0,343845.06,357591.595217427
253,109500.0,89902.88135715044,77500.0,80984.0,83558.81807304271
254,192100.0,190162.73557606956,205500.0,188364.0,192902.55202599554
255,158100.0,237254.71152321348,164500.0,170341.0,182120.51487812665
256,107100.0,105242.48739092526,105100.0,125299.0,124263.91916043378
257,147700.0,168845.47713703575,161800.0,133999.0,125701.70715568571
258,346000.0,231224.0559065582,251000.0,289660.02,299172.6769098556
259,100000.0,136386.7870147013,173400.0,213535.13,155746.98761322038
260,426100.0,386732.4795527612,286600.0,423064.45,478991.0369310491
261,199700.0,207476.92758735118,232800.0,191177.0,182680.87406089198
262,133300.0,193736.67685193077,173800.0,184505.0,164470.25716491416
263,192200.0,256743.51174701005,213500.0,227745.01,241939.71071851233
264,166800.0,35049.28317199115,182600.0,162774.0,144459.34686038268
265,156300.0,142491.10885229567,151800.0,153034.0,115412.97256179935
266,209900.0,227335.19566006708,165400.0,171348.0,191085.81556113323
267,187300.0,223546.3051238727,185600.0,207421.01,208499.7014715155
268,111300.0,157970.12797535022,99600.0,106250.0,133743.81296696488
269,125400.0,153581.09854512347,168100.0,166650.0,146059.8762427762
270,126700.0,179193.26954224549,129600.0,137000.0,143946.2016789701
271,223100.0,260335.0230175249,242200.0,252933.0,247997.16222765346
272,191700.0,195323.3288111303,176500.0,173027.0,181719.64492028113
273,228100.0,224606.44855450722,261300.0,242500.02,217093.98637500353
274,112500.0,99977.78808313634,80300.0,117141.0,118996.73910864604
275,335300.0,310992.3505900445,338700.0,361580.01,341004.3407927804
276,165700.0,199894.0034748122,140600.0,180959.0,214385.87505598896
277,103600.0,95676.78081097285,95000.0,96118.0,92361.96447727617
278,162100.0,246736.49802497862,213200.0,163569.0,192627.00502506798
279,229200.0,223180.70783789846,192300.0,196916.0,179728.62869249395
280,298400.0,242467.2267840008,267100.0,252872.0,271155.8855449162
281,500001.0,245769.8367016439,450000.0,298005.07,299152.6322128448
282,58000.0,50982.82390521691,70400.0,67430.0,60938.572769725986
283,205500.0,254736.32665112225,226800.0,204480.0,237672.09177217897
284,78800.0,133015.92956979302,53500.0,68826.0,105276.32822815188
285,223700.0,256931.72214258392,222500.0,195641.0,219919.42666441455
286,472700.0,325802.7202864729,470000.0,387089.04,403489.7208059286
287,109500.0,96165.98461834346,126000.0,124575.0,105876.1318509185
288,265200.0,252706.1465119742,187800.0,227408.0,222156.06452312085
289,221900.0,149623.90293165907,148200.0,167979.01,169076.83851332936
290,368900.0,289784.4880892792,322600.0,360687.06,385001.92044911033
291,271700.0,315491.785810855,500001.0,316263.1,307899.87996282725
292,290700.0,263167.8652706824,308800.0,289030.02,289244.1175464473
293,170400.0,206559.4379966341,139700.0,184015.0,172899.51788548383
294,345900.0,356522.77668643056,500001.0,401105.1,413898.2566385011
295,500001.0,291234.82005463995,500000.0,470912.22,446155.0368326276
296,89700.0,90295.97607748042,122100.0,86149.0,81628.07496276553
297,59200.0,81736.75328358678,50000.0,62270.0,72011.75930711314
298,67500.0,136417.39794107666,200000.0,177963.0,186147.85179329198
299,369200.0,338530.32789472316,474300.0,408804.07,417318.9439007783
300,268400.0,273950.7072473176,302600.0,262206.0,255088.04718798734
301,112800.0,117273.34596165566,186100.0,120362.0,110049.07690126085
302,225000.0,180190.48223558374,262500.0,255604.08,345936.97138064326
303,25000.0,-12317.994753662875,59200.0,63812.0,95385.21795369266
304,272800.0,283247.4069283232,277000.0,274424.0,272157.3710919042
305,354200.0,230282.9217629154,245500.0,210823.0,221031.27953659924
306,173900.0,208470.99907894665,181900.0,186573.0,202725.58175154807
307,89400.0,120043.93500024907,102000.0,97712.0,102296.0284334652
308,231300.0,186375.96682389762,159400.0,182718.01,222470.14068963283
309,199300.0,277691.97124265606,241400.0,301582.04,313743.58871792216
310,146000.0,178875.62363702952,138800.0,137328.0,139874.3545296453
311,166700.0,170707.12470608216,262500.0,262113.03,285980.0374844318
312,392100.0,151112.78690291394,173900.0,164294.0,158224.03725903368
313,283000.0,386095.0313787418,432600.0,439225.31,435791.4511664524
314,309100.0,275483.3742886223,255400.0,258272.0,236246.0769218944
315,250000.0,226422.29180293577,255400.0,328559.18,269422.1647810385
316,72300.0,116995.70729786955,78700.0,89916.0,86372.32273466793
317,212500.0,149099.20197672228,179200.0,233370.0,234724.36691802283
318,481500.0,349708.631595574,500001.0,434033.26,422372.48330561345
319,500001.0,602086.9723712591,432400.0,394636.33,385893.26552699914
320,163500.0,116345.78673678092,123200.0,168424.0,178797.4433771676
321,116200.0,56056.962666696636,104000.0,124835.0,102664.577520904
322,247100.0,193800.66923576838,198000.0,216856.05,221236.25704610915
323,212500.0,150825.5632019607,106300.0,147076.0,149523.59394390535
324,137500.0,134281.27240022057,132000.0,133647.0,136696.9381316529
325,57600.0,93854.18373245253,54700.0,61355.0,52648.47962494235
326,117700.0,132156.87473312044,93400.0,107297.02,111806.8549359324
327,93000.0,152232.73751709182,86500.0,110683.0,107273.53047545388
328,477100.0,420173.73910033493,477700.0,477510.28,446884.86337792425
329,50500.0,110822.38894702509,59000.0,81505.0,94393.48831736142
330,296400.0,286844.99418235116,293100.0,285266.0,233636.00754592518
331,356100.0,334259.19876136293,335100.0,375336.13,365140.74724605936
332,500001.0,476110.6547018203,500001.0,496429.94,511934.8462173344
333,179000.0,178538.95068494437,162800.0,147906.0,140844.13408882084
334,65800.0,128772.80011596496,65600.0,119161.01,124018.12201744888
335,470800.0,293100.32545475796,462900.0,428009.28,395244.964527908
336,500001.0,501632.1235129015,500001.0,435197.66,466223.4752321648
337,101900.0,183035.83621132217,120600.0,117866.0,125630.77379815788
338,262700.0,217660.7499950503,273000.0,205817.0,198107.06003376743
339,147100.0,205075.11750439936,147900.0,127197.0,129481.14291352623
340,152700.0,208138.5902757298,105500.0,134470.0,152189.87073723774
341,178100.0,219126.2444804893,187500.0,216019.0,199751.4130990692
342,230700.0,226980.10700599256,236800.0,264861.0,252308.38795508535
343,500001.0,263339.0691726401,375000.0,341031.0,325277.88722998137
344,139300.0,211872.29859677044,134400.0,137613.0,126238.94935447685
345,189600.0,244832.59694703622,159800.0,182113.0,188911.70704885537
346,266700.0,253887.5221127296,214500.0,255056.01,261311.31241756192
347,103400.0,166890.6669309422,95500.0,103213.0,126503.66234250399
348,313400.0,173435.0941376503,286300.0,289947.02,277893.19341231044
349,212500.0,103961.55508135668,137500.0,194633.01,191896.72918933284
350,425000.0,191009.03279682965,300000.0,298280.06,335590.750568464
351,332600.0,325371.2530363606,346300.0,355913.02,330876.3728142314
352,255900.0,282881.626450998,228200.0,253483.0,247005.20252696722
353,94400.0,101440.94197772382,106700.0,94164.0,99075.07473832648
354,49000.0,46930.04951800231,56300.0,56611.0,66345.97199973
355,400000.0,255507.6061991105,442900.0,308297.07,376231.01903052034
356,48100.0,17791.049575818965,75300.0,64123.0,31470.95185541814
357,433800.0,290856.99418450077,387100.0,342250.03,353600.822237277
358,107600.0,165296.6600926721,165800.0,131294.0,142994.23064239358
359,92600.0,157461.6755550928,84000.0,106650.0,109984.5434461347
360,90100.0,136483.56716098296,110700.0,98545.0,124044.16408998873
361,216700.0,228911.43639311983,191900.0,207687.0,239505.74076635146
362,281700.0,260700.67123940968,246400.0,259869.0,237089.8919214886
363,142400.0,183727.06948419556,151500.0,162647.0,170266.08866451305
364,181800.0,236365.14811838442,215300.0,230826.0,212551.4458602196
365,218200.0,262836.04593047855,213800.0,227677.0,243185.23122208446
366,242700.0,261565.81162647938,298300.0,270486.0,229960.70007990883
367,142900.0,154461.0698755762,154300.0,155634.0,160942.65919205907
368,350000.0,171690.2815351384,231700.0,211751.01,166404.50564577707
369,256000.0,219336.55482101507,365600.0,239383.01,260776.00471226967
370,90900.0,146060.62314422982,90900.0,104298.0,106708.59827445471
371,160400.0,203045.09489470927,225800.0,201789.0,192735.33109255123
372,86300.0,210555.63231791792,100800.0,171518.0,121662.67630725363
373,500001.0,473520.6209954679,500001.0,492855.87,472400.52763057116
374,94300.0,128199.64216129253,103100.0,109485.0,109978.56771954986
375,75900.0,104196.37315753593,87600.0,87858.0,86709.59499686894
376,332500.0,169307.97189011233,263500.0,300306.0,306396.5688492131
377,92700.0,182316.1313440195,105800.0,91002.0,90577.65248218106
378,26900.0,141086.73616641772,76600.0,67290.0,57076.14586782222
379,187500.0,192143.64878946127,450000.0,230527.0,257373.43518012788
380,175200.0,199272.6557539421,166000.0,166376.0,171969.7705130866
381,130600.0,114340.59158934624,145900.0,159884.0,155734.4123192036
382,223500.0,283813.19292190665,225800.0,254696.09,268574.1126994179
383,89700.0,128133.08564598719,94000.0,114625.0,109503.48718858391
384,356200.0,350096.2783174612,349100.0,378716.01,395061.1842426527
385,143700.0,168232.86292497945,212500.0,179130.0,181295.26340690657
386,181800.0,160220.87701459602,139200.0,136809.0,128618.69403857311
387,325200.0,331944.7534929634,339000.0,377370.04,370192.70079875545
388,94500.0,176012.90346609557,68800.0,85036.0,89056.6500464943
389,162100.0,174107.16436825928,152200.0,158759.0,148538.33120080977
390,122500.0,126531.65827507837,113900.0,129941.0,127811.63823335379
391,132200.0,161802.8286674735,99000.0,135754.0,141917.2516996764
392,162500.0,167669.03001684265,151200.0,178173.0,183043.87582680743
393,325600.0,257382.59902063498,376000.0,339241.0,324689.6521200555
394,83300.0,133814.83694426512,111500.0,204637.07,160318.21017469768
395,88800.0,141282.54208857717,92700.0,94265.0,103262.03630037588
396,227100.0,218691.11466289678,162500.0,235490.0,212146.0098472337
397,500001.0,372746.1489915929,485000.0,419296.22,399597.14947981416
398,125000.0,132166.0883842975,98900.0,114687.0,133896.19993485478
399,90600.0,114255.7012347993,500001.0,285378.3,121984.1066643824
400,135000.0,74697.67427180684,108000.0,105569.0,94205.66095243147
401,215500.0,189536.2722223548,233500.0,208601.0,207319.82670380914
402,14999.0,14128.926409968,87500.0,79609.0,49775.429684899675
403,73300.0,52025.81923719606,69000.0,65655.0,67680.5638241071
404,125000.0,18378.31521367331,54200.0,80164.0,68519.99020342933
405,250000.0,364689.3485086915,342300.0,397842.3,415808.96186646255
406,67500.0,68438.419176511,78400.0,85715.0,84450.00152982002
407,162500.0,153406.86644009844,225000.0,193970.02,171505.39201482452
408,300000.0,222012.05818975926,258300.0,274584.01,304060.5045948052
409,169800.0,266669.34351073095,356500.0,235241.0,232074.22624006955
410,344700.0,243925.57694743693,345800.0,259255.0,295360.91365840315
411,299500.0,320208.6295126864,421000.0,326739.04,333922.87146541075
412,94300.0,121673.56646151337,73000.0,95964.0,88993.31298820545
413,176300.0,287371.4136818539,290500.0,220743.0,194963.26553259912
414,278300.0,215534.9459464126,212900.0,199730.0,205593.49813524127
415,223600.0,284644.42969495733,255400.0,301448.0,269903.8657779138
416,362700.0,358777.5096330005,366100.0,418612.19,415048.3836339636
417,172800.0,202126.3794043854,194600.0,133141.0,127241.59662469252
418,91900.0,121455.29994486795,56100.0,87004.0,91774.52065127782
419,500001.0,400904.7797386915,500001.0,484914.72,465322.022106422
420,278900.0,235618.648837843,354700.0,242041.0,253538.91862351718
421,111800.0,106247.77551828543,98300.0,104341.0,108997.77187438901
