,Actual,LR_Predicted,L_Predicted,R_Predicted,RFR_Predicted
124,76,78.80685407910784,74.03390980179938,78.79312572201363,73.62938221216214
125,62,61.66778002023505,63.132071053917485,61.66351137138278,63.42691647936661
126,58,61.420348022831945,63.14957446234256,61.466839792721245,63.07760088755196
127,70,72.87518717784128,70.56754992675918,72.85922762065297,69.89709043137395
128,91,81.85300590332186,77.25148079265503,81.765965807993,79.77328879815829
129,81,84.06080714394824,79.77480114797075,84.00289037131796,81.68180203104674
130,24,22.10747461530496,28.244327527396706,22.240090347779372,25.467356210739716
131,71,71.96466536727715,69.07033641934791,71.90702516072572,69.50547459937246
132,76,71.96300831660044,68.79324942550451,71.91716884459336,68.54630626206448
133,66,66.2261477846988,64.50358269871953,66.16749637316632,67.71982456626428
134,61,71.46758268406877,72.11599092915499,71.44415350337306,73.58399535292935
135,81,77.87890815810422,76.97439379881162,77.83476116003864,75.76592047456258
136,73,73.19277731826834,70.70781394455325,73.1483298667767,70.8781287920069
137,67,57.828519074598425,62.368902145027,57.90856240063205,60.78014452840901
138,70,74.82528552406917,72.82834544341635,74.76855135146828,70.26780502511147
139,80,68.94691146510627,66.19522897214964,68.85845170860868,67.76149245602679
140,69,68.90909383450108,67.14465078685906,68.8494194543589,65.7395152522417
141,90,90.69787297828307,86.36110253050175,90.6655963617289,88.80660378789105
142,100,95.61682866139854,90.61911679403224,95.58083088510043,93.80786204586366
143,79,74.47718387997085,75.01999695630849,74.50704171034556,71.08020146176844
144,65,67.19657547695479,68.94105447272858,67.27587827096384,72.30740220500675
145,79,75.3639899194959,74.91639827831412,75.37095136748505,79.24341377232112
146,80,76.11005450549516,74.32514585047221,76.14378656092741,75.20827217200645
147,78,87.74739499616538,84.58680202924708,87.66225365070524,84.40877369660926
148,63,66.17329457886191,68.95561662791343,66.21202768823429,69.11376794654252
149,59,71.05455941700926,73.42515396553239,71.1243211402011,72.84263985524746
150,68,78.13238913697401,73.46517365892772,78.1521905367751,73.55871248549467
151,47,50.886539200921554,50.73931440546019,50.8952457307858,51.0549208887552
152,88,83.07337816668706,78.84591068307572,83.03165350380802,80.399554441649
153,68,61.7066928706093,61.1662790398842,61.72981965507004,61.52624200469241
154,77,78.66374220967315,81.9200506724826,78.70516920073912,88.2386118907003
155,52,49.75878146166164,51.35109818311649,49.75413983439212,48.13971919603946
156,48,45.129197326637026,49.59890086647666,45.154660250125005,49.267358123736095
157,77,65.06730264102893,66.15856363234994,65.09729224292163,66.8807422911646
158,36,32.68195251887637,34.7053401476739,32.67600156996013,31.452980999994143
159,91,82.19930730914388,78.31425298035917,82.08347271617376,80.43645788066623
160,58,52.2209897106354,54.728008434991736,52.19455776603795,55.51109511053181
161,65,64.83246926258325,66.84661934284586,64.8368891333801,69.2167829917248
162,59,60.534537374906584,63.207184252312054,60.4745025732618,60.20373189135844
163,57,68.33363365632364,70.43072695070985,68.33250707775471,69.38314881175096
164,57,60.148246322790165,58.26906840807108,60.08048782013263,57.6202650153072
165,93,91.0271503306752,87.59579119925448,90.92604930975023,89.41110061872463
166,59,62.44348640851122,62.90097294809896,62.465282392979454,61.31961250602953
167,79,79.15862836859944,79.53396639357162,79.16623632736915,83.03603782638642
168,74,68.01585406011081,65.08665526636156,67.98248556952721,61.77257405652351
169,61,57.4635007098976,55.1168739670294,57.34330044033635,57.697670340312804
170,81,78.81704950680552,76.65109218652887,78.77475241648077,77.21514336607255
171,54,58.941098524786184,57.700332265199435,58.91880028345763,56.775399769941735
172,84,86.26726290542226,86.86928763016368,86.24623493685164,90.74846424032374
173,77,72.36592036806523,70.85919907578743,72.33392358562784,70.00231498944524
174,54,54.75258323639413,55.71703684274108,54.80860755145471,52.140099607603105
175,92,87.06628506278877,87.05554053598263,87.08935793726178,91.87732330105578
176,89,86.85049703278604,83.61505129950834,86.87442105746803,86.05062070289036
177,52,48.80521390617419,56.725227181865044,48.94739775419068,57.625524747435605
178,66,67.92938593297073,68.15619547957867,67.97614629921705,64.08778266496306
179,41,37.21520770885297,39.14322502203837,37.26970773845389,34.49060724011672
180,65,70.99043125815086,71.74806984728714,70.9745292889265,69.98986686271371
181,53,51.47997389556693,54.2564886751295,51.465482614724216,51.95514272966319
182,78,79.22059533093578,78.84591068307572,79.20255353539187,80.41100007646104
183,65,65.09094669098197,65.73009150727236,65.07730710825578,65.51026474024587
184,52,56.528910811682906,54.78855947820146,56.47487301994556,52.419321614555905
185,68,67.6862888941999,65.82730789028177,67.63212369131087,65.51529781556663
186,79,72.62399515732916,75.30485070999637,72.63103958780802,79.67160735871231
187,81,80.58928697433404,79.26326169471318,80.55131936898454,82.56872004508502
188,54,55.26142738053911,56.26826957718766,55.24895210820353,55.218496357282376
189,97,89.05340616704925,88.70413917462808,89.09903767052788,88.71529633420785
190,77,75.52448819330648,77.48896119345851,75.48794030814315,79.7216534800185
191,71,67.54778717583952,68.18490668959295,67.48336789027096,65.35550787640395
192,47,52.99838197462698,55.16286285505428,53.010441221708405,52.564320308143024
193,57,67.61671338426984,70.33351056770044,67.66394324097864,69.31340988906518
194,81,86.69613766501928,83.64376250952262,86.63111031199674,84.18371974571244
195,80,68.9323941833919,67.004386769065,68.91272827326323,67.93094344616367
196,100,96.7516499831398,90.61911679403224,96.69880163826107,93.62859776847438
197,88,82.90387217119138,77.82021693552667,82.80852619519449,79.39257348064443
198,72,71.91494866679099,66.43606372654877,71.81504135569955,67.4009540786848
199,74,79.25614192673514,75.36540175320609,79.21632199389346,77.56392887489989
200,70,67.65839308793056,70.416164795525,67.72982014141553,70.63600728015729
201,74,73.63583661359274,76.053457463702,73.68873797269438,80.91990062659715
202,46,43.16747067790732,48.53015948414297,43.156088675346254,49.779347091300515
203,63,59.59401501185137,59.43502617341419,59.58897208432875,55.78669711510764
204,49,52.329647085623265,54.14471013693524,52.43305507701718,55.58501740516508
205,60,64.49702785822096,63.28983848013662,64.42938053830713,62.299471758568615
206,55,58.79189409099944,59.41408172324438,58.81623354549133,61.52200064468135
207,63,64.85947373314995,65.39245347021924,64.81786259161953,64.70080803685761
208,69,65.8237641886461,67.3099592425082,65.91245732732975,67.77915176812022
209,89,86.91559137407108,83.53198397132836,86.93560089329193,87.88859616191797
210,68,67.28103233474242,70.15363995686646,67.2899709455,67.21924612317648
211,58,66.31913859203499,68.26756091741751,66.31363583329531,66.57568412841016
212,19,28.461451258454318,33.19994678006275,28.577526449177313,25.97648226115988
213,74,76.35773062314875,75.77637046985859,76.33434779996865,79.41650177997731
214,81,74.8126339164283,78.97161254568493,74.8916345381687,77.34721863861841
215,77,76.53737736257159,74.73611456712472,76.53798257469894,78.45928199070141
216,69,64.75254257035115,64.11471716668187,64.78256273024577,65.51823620639793
217,61,62.2782026901821,60.61210505219741,62.23576749777024,61.829654954213886
218,73,67.6748378414152,69.68212019700422,67.67886654734693,67.1759885474189
219,76,65.73647819331046,66.00717850111576,65.76476463962217,64.35000149148523
220,82,84.83451971536758,82.54933785856397,84.81081719958065,86.82532423570339
221,59,57.323183707956325,57.58855372700517,57.39722886713625,56.37111510829827
222,69,62.21332570803467,62.3037513256275,62.23005353731111,63.14637860894646
223,80,78.88539162428349,77.93953650315093,78.84636992511665,81.2784860464061
224,64,63.362349048893286,63.52387783919537,63.376817767617815,63.233422470334126
225,75,78.66730481592627,75.47695456098589,78.6999702903727,74.01509399588511
226,80,76.59958331835385,75.21401662197191,76.60762418289767,74.4684334255508
227,68,65.30813492694287,63.35834365313177,65.34789254654684,59.76166617797327
228,75,71.59425778039476,69.90159740087812,71.62700855123666,69.53446872083065
229,78,73.22448030849512,73.67375547977599,73.25198745227898,72.95867391938651
230,58,58.461308515797384,57.916868215833105,58.44319558797119,61.00125498262866
231,71,63.08105912009784,65.2444226925807,63.13958312978082,61.083360760639934
232,71,74.67600658857641,74.79666561033444,74.72005209855146,75.61844542598811
233,84,83.71663629059,78.16580910236522,83.71689451956657,80.82915267947969
234,54,55.03819563376695,55.20591048983893,54.99617349033346,54.36235699251347
235,56,48.05413685017405,49.285148532833574,48.048753825820484,47.71053145415349
236,100,105.2504562712005,100.4488598059848,105.21062803022559,94.98833939511762
237,66,68.02636799787699,69.8619908078382,68.05822868367159,69.15798205471233
238,81,71.22364955220867,68.59881665948568,71.17795000941199,69.50547459937246
239,59,57.578090549725985,57.97741925904283,57.598900819857846,55.0113196250678
240,74,73.9874563198697,70.62515971672869,73.86539151087841,68.01956014701359
241,90,79.96185013945016,80.48338820828106,79.96495308688161,83.30770782834878
242,67,77.69212928988411,75.86540699266814,77.71606147053606,74.91554253818998
243,57,65.27410118109663,62.91553510328381,65.1881964277988,61.20814085130652
244,69,67.08318283743237,67.13008863167421,67.12337192401303,67.84102117767146
245,65,68.17557871361267,65.55022089643838,68.06263691310512,65.18359113589047
246,49,46.3394572961057,48.716412389961924,46.36173799917356,47.419941947848955
247,79,78.45462211629976,78.23756794716415,78.42031324904144,81.8322387833291
248,90,80.06808306647784,79.04788447852454,80.13858841216275,87.37663537760427
249,45,52.31301367576313,51.816235647993764,52.24665316720787,51.514566564637754
