,Actual,R_Predicted,DTR_Predicted,RFR_Predict,XGBR_Predict
229,260000,206897.95222667424,295000.0,254973.28333333333,215814.47
230,60000,-131234.4055026509,67000.0,76648.59333333334,75743.94
231,211000,191486.88173720654,210000.0,244400.0,285521.53
232,1900000,1527317.6406981894,1900000.0,1786350.0,1.796804e+06
233,459999,688975.9574987453,535000.0,533170.0,588868.2
234,425000,518883.6370396436,700000.0,567128.325,540688.4
235,160000,135826.4368697555,169000.0,142510.0,139147.02
236,200000,153396.40764943353,190000.0,198749.99,196197.4
237,1150000,1031143.7676379662,1000000.0,1069350.0,1.00983775e+06
238,450000,504975.7348018427,450000.0,461860.0,451884.5
239,1325000,988036.6712517831,1075000.0,1077340.0,1.2283808e+06
240,800000,852340.0474574381,800000.0,790300.0,695576.4
241,380000,406385.19733832066,375000.0,383050.91126190475,421969.53
242,355000,362456.3911160712,380000.0,321199.995,300528.3
243,450000,524230.0509717732,350000.0,350383.3133333333,366338.75
244,150000,-98344.67929275893,120000.0,98337.58,89045.805
245,187000,143005.74587328412,187000.0,195050.0,214131.97
246,600000,806160.7815856775,560000.0,626459.98,640021.06
247,749000,748990.3405763373,950000.0,944436.3066666668,928850.6
248,570000,584462.1004084965,501666.3333333333,579060.8034166666,567693.06
249,650000,633481.4648742,615000.0,616663.3333333333,661400.6
250,600000,376485.8656574266,500000.0,506656.6366666667,525372.5
251,250000,90855.327790646,200000.0,191794.97,196571.14
252,3800000,3423736.439961835,3800000.0,3800000.0,3.8074152e+06
253,5400000,4257717.336172191,5414814.814814814,5413569.948435293,5.4220155e+06
254,430000,330612.94791705295,400000.0,419090.0,442942.75
255,105000,15831.222299263929,150000.0,129435.04,150166.31
256,250000,324151.58940122847,300000.0,255750.0,265131.8
257,2000000,1568221.0615435767,2000000.0,2081049.99,2.2440345e+06
258,160000,70900.07979663555,300000.0,266249.98,220650.8
259,2475000,3208297.8155354867,2475000.0,2475000.0,2.474031e+06
260,380000,511887.734853712,421000.0,393170.0,373341.84
261,750000,853249.9771692574,656666.6666666666,802219.9999999999,757217.5
262,350000,432053.2931071081,411000.0,385196.66666666674,378004.72
263,570000,900156.6223578668,550000.0,727096.6466666666,677491.75
264,600000,447037.2260746239,550000.0,544949.9,536502.06
265,70000,-4100.067025260301,70000.0,82650.0,118214.414
266,2475000,3208297.8155354867,2475000.0,2475000.0,2.474031e+06
267,335000,356596.8586818487,342500.0,339311.25,338451.47
268,250000,458139.33204217267,250000.0,264850.0,296979.5
269,450000,620391.0096997648,450000.0,450000.0,473082.16
270,800000,738620.5218226429,800000.0,778343.3193333332,772810.2
271,750000,954877.9646615086,665000.0,909359.9000000001,819536.06
272,5400000,4257717.336172191,5414814.814814814,5413569.948435293,5.4220155e+06
273,200000,228534.29573633266,250000.0,267960.0,162491.34
274,3200000,2891333.819232465,3200000.0,3200000.0,3.1998735e+06
275,500000,400875.4076056245,375000.0,407355.75333333336,415618.03
276,180000,167250.14211490582,229999.0,233549.38,232281.19
277,530000,481030.1209864826,530000.0,518003.3133333333,452999.62
278,350000,453193.89971809904,350000.0,383565.0,398170.56
279,1350000,996930.4031846869,1290000.0,1113804.9583333333,1.1338198e+06
280,90000,-200117.54098196246,118000.0,113810.0,114210.32
281,525000,651996.5474546191,325000.0,356449.96,381761.97
282,695000,740382.7852965614,695000.0,717059.99,719758.7
283,259000,226303.14765819575,259000.0,249720.0,254602.75
284,450000,426119.4570114113,500000.0,513050.0,517730.2
285,1500000,1667234.734493702,1500000.0,1796200.0,1.5480021e+06
286,425000,633707.9512647972,360000.0,494653.3333333334,477243.84
287,350000,536486.7798487295,350000.0,322599.95,353830.0
288,170000,19311.973370106658,160000.0,174002.9166666667,173821.55
289,975000,3485232.8945089825,750000.0,566869.9,781044.75
290,562000,547763.8051590957,608333.3333333334,600344.8611111112,507508.44
291,825000,800647.93040934,725000.0,721000.0,736195.56
292,1700000,1199299.4486797028,1575000.0,1653830.0,1.6994919e+06
293,1516000,1584374.7637935807,1825000.0,1692299.99,1.5459959e+06
294,600000,809124.6842777701,600000.0,600000.0,610141.2
295,270000,313477.54766102985,382000.0,303350.4761904761,257712.9
296,1300000,976114.994073086,1270000.0,1149930.0,1.2385559e+06
297,3800000,3423736.439961835,3800000.0,3800000.0,3.8074152e+06
298,5500000,4257133.001588685,5500000.0,5500000.0,5.494123e+06
299,830000,837024.3301635992,910000.0,791159.98,792412.06
300,525000,711113.7453664377,545000.0,581825.0,593723.5
301,300000,186220.06351955974,246000.0,205399.87,181392.56
302,550000,564017.9766864646,600000.0,633043.2933333333,733222.7
303,430000,389238.35019052296,430000.0,418671.4466666667,416161.8
304,440000,529880.919866796,420000.0,417912.0,391674.06
305,280000,200861.14709185576,180000.0,219247.41750000004,246769.84
306,525000,408737.2358979006,525000.0,466999.99,368661.34
307,300000,285453.7413566495,180000.0,220743.31333333332,245424.53
308,850000,881769.3350663824,695000.0,726247.8571428572,758648.4
309,710000,722558.7075001937,750000.0,779860.0,852423.7
310,975000,1089980.2225030703,1165000.0,1280929.99,1.4933885e+06
311,400000,486598.1864620888,320000.0,405150.0,408254.28
312,600000,485261.77249268023,487500.0,506962.42,581870.94
313,750000,798584.0156032905,750000.0,783823.3233333332,769082.0
314,385000,494480.4781141647,500000.0,551590.0,556750.9
315,204999,131402.02134869847,158000.0,165380.0,167660.89
316,625000,809245.6050813813,625000.0,648250.0,672359.5
317,380000,348293.27508107625,385500.0,381415.98333333334,356182.62
318,950000,839515.8064579428,1145000.0,1059844.5,975189.56
319,625000,558078.2190881647,503333.3333333333,516685.7142857143,492700.7
320,250000,-33308.47592934,120000.0,142849.98,155561.77
321,204999,131402.02134869847,158000.0,165380.0,167660.89
322,580000,557971.5441077315,560000.0,560768.3333333334,552514.94
323,110000,61957.19012207782,55000.0,134319.99,82515.25
324,380000,385747.702164957,300000.0,348720.0,373371.94
325,2000000,1412183.4545129118,2000000.0,2000000.0,1.9966596e+06
326,155000,-213526.84417381883,81000.0,99243.98666666666,75618.73
327,760000,739290.1692553402,825000.0,821396.1854761903,774879.0
328,190000,187347.98177804291,215000.0,212309.95,205996.6
329,575000,528589.5978703774,565000.0,495581.6475,465991.34
330,830000,793929.9700019454,830000.0,766245.0,722624.1
331,650000,519259.5688255396,600000.0,606499.97,578639.44
332,2500000,3478714.8870853484,2700000.0,2999399.99,2.8130478e+06
333,675000,791674.4909926933,600000.0,588400.0,646490.75
334,329000,305269.95639150916,275000.0,318030.0,312785.72
335,399000,560857.2618373052,521000.0,513001.5975357143,485815.97
336,500000,564302.9359904696,700000.0,470349.99,510730.12
337,411000,631074.8101675868,270000.0,331539.87,426127.22
338,550000,787790.2047251038,550000.0,559060.0,635217.1
339,150000,23094.7727662042,150000.0,165870.0,169020.03
340,400000,486879.6415064016,400000.0,381700.0,415337.94
341,500000,585433.6152405142,450000.0,450090.0,460524.53
342,1100000,835135.6050805858,960000.0,880660.0,840350.0
343,650000,596051.3944980206,600000.0,541140.0,463689.97
344,500000,429507.1885694579,550000.0,521729.959,528168.1
345,80000,-18156.88506742986,150000.0,120649.99,62129.523
346,450000,440453.8133641542,368000.0,364386.33333333326,376286.4
347,350000,364521.52725313377,325000.0,363599.98,352873.34
348,950000,877712.4360244547,950000.0,926350.0,965446.44
349,850000,970643.731145455,750000.0,777466.6666666665,835282.94
350,925000,873273.8318277407,1050000.0,962599.99,1.0121478e+06
351,100000,-97703.49696513067,85000.0,97740.09,103362.77
352,779000,765605.5153212993,779000.0,779000.0,775058.4
353,625000,829964.0889458833,700000.0,467159.96,465524.97
354,950000,851837.515061165,950000.0,932722.0,931651.94
355,190000,169828.92074965057,265000.0,224230.0,170253.84
356,5500000,4257133.001588685,5500000.0,5500000.0,5.494123e+06
357,225000,317728.9027844309,225000.0,225000.0,231521.81
358,409999,456658.2588060632,300000.0,310080.00000000006,338920.12
359,891000,912445.8848223514,1050000.0,994691.6666666665,980465.0
360,669000,633564.4707839999,590000.0,609420.0,656227.1
361,511000,608382.1882505683,720000.0,664508.3333333333,634213.3
362,210000,72287.2368634668,142000.0,146570.0,180572.9
363,170000,148481.29733830708,195000.0,214933.33708333335,223427.44
364,65000,-165326.04258669307,90000.0,85252.5,57609.383
365,229999,50734.6016452302,170000.0,185739.89,183088.11
366,595000,754791.034502985,550000.0,573260.0,628073.56
367,1000000,845905.1852198621,1100000.0,965083.3233333332,847741.8
368,786000,532634.1970722538,700000.0,664900.9523809524,651481.44
369,650000,688044.9827547643,515000.0,679934.7619047619,728651.44
370,1000000,2746630.246148932,2575000.0,1125960.0,517237.22
371,780000,623664.4668477887,863333.3333333334,821457.5,776899.1
372,175000,235141.1167490731,130000.0,162959.98,219011.7
373,600000,526338.3734306036,405000.0,469116.63,537224.9
374,1140000,899972.4825810852,1025000.0,965799.99,1.04490694e+06
375,220000,318849.33140528825,220000.0,217170.0,215724.94
376,416000,751202.9799848261,416000.0,527103.3333333334,526161.1
377,700000,762574.5203516843,750000.0,730307.142857143,673371.0
378,265000,240549.59987692226,200000.0,211569.99,218077.62
379,430000,346760.0766675164,430000.0,438582.83285714284,422559.62
380,925000,891361.7795333707,925000.0,960039.99,960457.94
381,438999,563719.635137191,435000.0,445160.0,482719.2
382,700000,746068.6676588097,950000.0,931459.85,935054.1
383,220000,429636.0881677651,250000.0,274549.98,254809.06
384,175000,-13667.120712610893,130000.0,143493.32333333333,136010.9
385,1050000,984397.0009575237,1300000.0,1133100.0,1.1094219e+06
386,130000,85292.12576042477,175000.0,178410.0,190223.89
387,160000,177094.9325695096,270000.0,257309.92,228534.05
388,450000,598085.6749436969,580000.0,570941.6666666666,559115.44
389,3200000,4040680.6266779564,3000000.0,2464309.9,2.3517802e+06
390,550000,652738.7327592693,540000.0,515964.86,486190.56
391,365000,227993.1664451225,350000.0,367686.65666666673,337699.16
392,225000,317728.9027844309,225000.0,225000.0,231521.81
393,919999,671761.2434744814,800000.0,774669.0476190478,724279.7
394,480000,541709.7985960104,600000.0,488806.4285714286,483736.4
395,150000,67104.98771795025,165000.0,162834.945,180478.69
396,330000,475915.6786671533,540000.0,532903.3333333333,476829.44
397,300000,145684.62030061497,300000.0,273210.0,204645.56
398,160000,69984.00784530037,185000.0,188189.56,192275.28
399,250000,175525.15832678805,250000.0,215941.66666666663,202639.58
400,700000,584581.4682197617,610000.0,658633.2733333333,664637.06
401,399000,621389.2891269388,390000.0,376428.0952380953,373181.94
402,250000,458352.5868346961,380000.0,324789.99,301478.34
403,700000,736410.3185697669,610000.0,604903.5614285715,615377.8
404,60000,-85639.17728129844,65000.0,82180.00000000001,61093.12
405,220000,238286.8286325314,300000.0,252299.97,228095.61
406,366000,618778.0412806341,366000.0,364290.0,379211.8
407,270000,263152.5717453615,210000.0,267031.3766666667,268247.7
408,170000,-34020.093532192404,120000.0,128853.23412698414,139719.66
409,2475000,3208297.8155354867,2475000.0,2475000.0,2.474031e+06
410,241000,309730.61535990244,275000.0,275906.61666666664,276159.28
411,270000,272677.1029559716,305000.0,291590.3333333334,252098.12
412,1025000,1087252.7803616864,1350000.0,1248699.95,1.3298948e+06
413,200000,383346.4885935684,350000.0,346910.0,338541.9
414,5200000,2733148.321696653,5200000.0,5288220.0,5.231305e+06
415,300000,394998.3686801302,280000.0,296200.0,329629.4
416,444000,411717.6168428513,325000.0,340553.33333333326,334860.84
417,655000,627721.1249489445,700000.0,687264.1666666665,654759.3
418,425000,567431.4074954671,700000.0,551199.91,524784.2
419,1888000,1383107.0800524256,1650000.0,1658550.0,1.5967178e+06
420,671000,549235.4677205872,480000.0,529650.0,540681.2
421,328000,369955.30893484043,480000.0,399249.685,401319.0
422,1525000,1055416.6901016443,1525000.0,1422280.0,1.4720494e+06
423,495000,368124.8988615225,310000.0,326260.0,327421.44
424,600000,527266.6089545324,675000.0,648323.33,571398.94
425,270000,281750.1502563486,229999.0,232849.64,222039.03
426,750000,618951.5042268911,765000.0,713292.5,573136.4
427,250000,306685.62059368176,325000.0,303059.87,286198.25
428,800000,735029.5341048149,800000.0,745688.2940000001,752269.4
429,911999,893193.9841776157,950000.0,949939.98,889847.25
430,150000,-84515.66620386485,95000.0,100311.65666666668,120307.91
431,645000,793837.5572534003,645000.0,645000.0,643122.1
432,310000,279271.2639704778,290000.0,324916.6666666667,326558.25
433,750000,725749.779482418,1000000.0,813030.0,698177.06
434,549000,828777.2360473284,500000.0,621032.2022222222,573352.4
435,600000,514775.72822105046,350000.0,346639.99,389443.38
436,340000,156100.8444283781,650000.0,322254.97,296296.22
437,260000,193732.4574766197,275000.0,262509.94,250286.5
438,245000,324719.472093686,229999.0,236589.44,255314.06
439,651000,594807.3234311086,625000.0,663560.0,681003.1
440,350000,366577.5108608064,350000.0,303150.0,319001.7
441,600000,809124.6842777701,600000.0,600000.0,610141.2
442,632000,765523.6332858442,570000.0,588210.0,609573.44
443,340000,595262.4404583507,450000.0,467559.96,520476.78
444,750000,848936.9088272449,750000.0,750000.0,748181.4
445,90000,-233875.99066950567,110000.0,99955.83333333331,95909.43
446,120000,-44039.8425242895,142000.0,135890.0,112092.516
447,111000,335824.53921080386,150000.0,168980.0,194167.97
448,150000,148496.06141043885,150000.0,169359.96,162749.38
449,160000,178936.27269168216,170000.0,191589.978,161179.64
450,650000,811838.9595130067,650000.0,650000.0,652713.2
451,250000,65209.76139992173,250000.0,218768.57142857142,240437.9
452,280000,291294.4350945279,210000.0,254499.99,270821.0
453,430000,346760.0766675164,430000.0,438582.83285714284,422559.62
454,114999,-16055.076007966883,130000.0,134228.33333333334,137839.97
455,685000,697375.5688478105,735000.0,712090.0,665598.8
456,2475000,3208297.8155354867,2475000.0,2475000.0,2.474031e+06
457,425000,467608.9313191332,600000.0,442379.95,427169.9
458,330000,477498.9206974933,320000.0,312291.6666666666,319443.9
459,235000,353914.1097122017,300000.0,303710.0,302908.1
460,45000,-116535.78125989123,45000.0,60976.66666666667,78127.43
461,450000,638062.2597755799,409999.0,355150.2766666666,379475.16
462,500000,648669.3913795801,520000.0,550699.99,429870.78
463,650000,724218.4026597176,710000.0,715394.642857143,739076.75
464,210000,95773.38221244828,170000.0,181289.98,185643.9
465,650000,474138.4516860865,400000.0,460149.95,515155.38
