,Actual,R_Predicted,L_Predicted,RFR_Predict,XGB_Predict
44,67.79617508,55.69258507802662,51.088259738123554,60.83230200560007,61.716167
45,52.82075636,43.567256670039605,39.07961611922623,49.248250253200005,50.574604
46,16.87837248,22.66483481464124,20.954178208036844,24.80233398968,21.639439
47,34.73580088,35.46783357815,35.35861436857982,40.60516527810002,39.596138
48,16.50398701,22.301547020086353,25.11027369029508,20.820368772599977,16.908606
49,25.5595648,30.797235248007606,30.218189792614996,24.845929556899996,22.781322
50,23.52423164,25.76017999545749,27.241397052592003,25.235662760300002,26.05911
51,38.40795006,55.56621371277315,50.00241512691589,38.84614652869996,37.56299
52,44.02993736,49.98490172999311,46.01750856957992,53.34329183447334,55.50089
53,21.0662497,28.96793027144602,28.36171286430652,32.73030135459999,28.009491
54,28.99936056,55.35511076594291,55.79809888937885,34.25451051671112,35.56968
55,39.60488039,31.158067650918063,33.71754034540876,34.391373144700026,38.34619
56,17.57474324,32.50178919819716,30.872315705637654,16.90354623374998,19.792665
57,37.26548832,37.12041327631946,36.81532754501607,38.53112494339995,37.272583
58,28.23748958,24.011733993506276,24.626539357259784,29.43954272269999,28.372276
59,17.36790044,32.85505363791026,31.717716516830937,17.237175790399984,20.628208
60,20.41607384,25.734576512723415,27.455381858551714,15.3794752953,17.449932
61,18.12632404,18.083529607463003,24.46689442762495,24.69940901220002,20.289845
62,10.38350856,18.867921937039334,22.050887010964814,10.176622421839989,9.766182
63,22.50449664,32.489938153923276,33.06435127325211,21.36368965039998,20.994835
64,20.96696516,21.93643012701874,27.41792659955597,19.129995239100015,17.806913
65,50.52686971,43.847224259424884,40.061455846320875,47.25355875840001,51.862316
66,28.99108685,33.30432368262004,30.108573047507697,28.321778020700016,27.572266
67,15.04436632,24.86543447254133,26.709316397508974,11.965705280399986,13.344508
68,50.93848688,42.937291685527434,37.86749289881833,51.17728098310001,51.507545
69,13.12072828,24.51924828766517,26.16380871044999,15.662830231880006,17.68608
70,76.23536132,51.08796554035699,43.20029312325956,56.694208888700004,59.005676
71,36.2519586,44.84579018555694,41.74306798373611,37.56181821389996,36.15698
72,29.58541516,39.86002361153808,41.129437107578255,32.37690550589999,30.850908
73,52.95865156,43.41203471588997,39.92683259420239,53.20548396800002,57.01684
74,15.0305768,19.467077871190536,23.461974469969128,13.427130430279997,11.804457
75,18.41590396,14.901561679973891,22.367347985254675,23.67474425449999,19.253124
76,26.0621928,38.357318793869425,38.24662792647768,27.181398507099974,20.451836
77,66.59648684,58.64068552209811,52.385304795107714,55.45507671160001,61.65395
78,43.79827342,39.66965428836753,37.49799049553905,42.552548871500036,41.95205
79,31.25394708,27.02865895735717,31.41960543631434,33.6773449041,31.058605
80,39.300132,50.99900264730678,47.74121278907391,40.14840564992006,37.322433
81,44.39535964,33.318611040190156,34.39303116612603,43.672926687200004,43.90518
82,52.44154456,42.06686206732036,42.34472578438627,51.8936662454,45.631096
83,39.84481804,33.11383297195113,28.779765124371856,31.129014028399983,26.751371
84,24.0971862,45.21039318474855,43.01245364256998,30.38818290144998,29.648262
85,74.16693332,79.62905415637017,69.60579278788691,70.82745631400009,73.26089
86,11.95758227,22.55808723865365,25.380562402016132,12.300183876680002,11.0774355
87,35.9561734,39.049290929240954,37.31205374657658,33.7849445284,40.366264
88,27.68108245,34.44118708814129,34.97559469826289,32.939384951499996,35.90106
89,31.89998609,27.314787499063826,31.241020352983156,31.82624663360004,29.047174
90,45.70536404,27.420387018056594,30.83690118932359,36.97808025339998,40.551258
91,60.2946762,56.78696753220237,54.49154994647168,60.16217040406671,60.35307
92,9.307926,12.894732437220163,20.77487063518241,10.504878005499993,8.208355
93,49.18514941,27.403377076037522,31.37266942793653,50.26693331640001,50.812428
94,37.72192144,35.806927187189395,36.21945024922972,37.36957851599998,36.960445
95,29.7853632,56.01465818002312,53.99580025552778,28.367180015599992,27.513243
96,46.2293658,40.870578808329064,40.07970060453353,47.3765520841667,43.026173
97,33.0431373,38.56888366763534,35.61920660273061,39.01466825309994,35.043217
98,25.2003478,50.82769061859642,47.61672699994719,29.114494187350015,25.845917
99,48.15300384,39.199068340810044,38.085858249296706,43.10107529279997,41.016087
100,42.22902605,38.32926798046239,40.323044362239834,41.92866961980002,41.30684
101,43.58177796,35.90910713199379,34.733779953738456,41.382142677200044,41.602173
102,34.29453624,28.46773865899773,31.83921630328073,32.296048685499976,34.876617
103,11.98309288,23.646899177780437,25.155648736379245,14.51729343694,12.883372
104,38.60376124,34.21682672125788,33.546116123182536,34.9532616104,35.973167
105,79.29663476,60.879818468190074,55.452131921157275,79.28967105240018,79.422295
106,36.44776979,29.26252679953145,31.89754247715368,37.98423257890002,35.35646
107,32.90179472,32.15383055806828,28.99054766661093,30.951618748699993,30.908468
108,51.021224,49.40601973495406,47.642324589579445,63.23843633569997,63.227547
109,44.27814872,33.68385463453165,33.97063003016635,38.21972310800001,43.943943
110,61.88736576,53.60502417654944,50.158298415758594,72.16124763600001,75.20007
111,33.94772981,26.401263396631578,26.819953202051895,34.81830357850001,32.495823
112,22.53207568,22.874922964025018,27.901741004987777,26.24750424950002,22.551188
113,12.45193656,23.121402046491,25.75113457877145,12.734283876759989,13.983737
114,36.3498642,40.0532936082789,38.7728777822481,35.25338361780002,35.954536
115,7.83934212,12.169575872119466,20.392295364595903,11.395238748399994,10.721504
116,61.79773388,57.54431099403651,56.4026758517716,63.66053255776,59.69465
117,12.17614616,17.566949204030102,23.091382944745277,13.330522036299996,12.643517
118,13.19657064,19.668911878893148,24.77227522107797,14.590049900900015,13.431424
119,65.19685056,64.29126400125372,60.27309294669754,64.90623642599994,65.14861
120,20.77391188,20.086797994672636,25.8955301546022,25.18743489950002,21.184896
121,59.09498796,60.29096142942881,58.262071599453236,47.24133878168856,53.76571
122,39.64487,28.495708394890904,29.332561807357596,37.35121383010001,36.333588
123,37.42475728,31.587375334766964,34.1444161030662,36.28592218940003,35.036873
124,33.66435518,26.862333492315265,26.9438556041612,31.41100281869999,31.427906
125,30.12320644,30.180951759362465,33.17049655615341,31.91482361580005,29.680016
126,4.565020596,11.586935025918365,16.960289398938983,5.282144583599997,4.8371415
127,45.69846928,55.83157403381919,56.165180984631284,43.1216709259,41.088184
128,17.54026944,17.149120208316766,24.382069367866343,18.436167659399995,17.574633
129,35.34253976,31.93672629534072,31.589372892400572,35.33971290840002,36.67926
130,13.18278112,24.389752570758485,28.42423877631845,16.423925058839977,11.441197
131,40.56325203,36.64770745161373,37.58731495356643,40.38750460119998,39.00357
132,30.21973308,32.2942399865561,33.472222889989695,39.9052092428,40.470074
133,24.42813468,25.82952227432493,27.17328447239419,28.55375222119998,28.133995
134,40.85834776,32.32031904141234,32.44127278061251,35.97561662320004,35.264496
135,33.39821744,53.809072107975645,52.197286851143964,34.033224835999974,33.517193
136,55.59934464,52.4168501048447,48.468824298083526,44.146128840340936,50.801678
137,43.6982994,69.40455711810768,62.824209002171344,41.95734492450003,41.832333
138,36.4388066,23.097513578420845,24.67260411409854,32.11095885180001,30.598797
139,41.885667,34.74130072791431,35.621850872750265,38.33394268710003,40.78239
140,6.46728488,11.923666255747168,20.073084889926953,10.651646761099991,7.86021
141,7.74971024,35.50104771078733,32.03952596105338,16.416229521800005,15.746832
142,29.7508894,28.840951002267445,25.585604382785796,26.30406787568001,23.724554
143,42.21661548,36.99246118821674,36.74703037964395,32.018989649599995,38.656902
144,24.28196577,18.521234221406736,23.035896905561707,27.153612624299985,24.751509
145,28.62980142,17.155318275193064,22.074370524988684,36.34771303089999,42.04271
146,25.55887532,30.883786109591938,30.287220097028413,25.010004160499992,22.594545
147,32.76389952,29.16456535787377,33.71669567005778,33.517276158,32.880795
148,10.08979178,15.078901079363234,19.28824390622246,10.137903420339994,9.489425
149,19.10537996,27.79510472762884,31.564056400282002,21.283400172600007,19.48496
150,39.41734292,38.6832401280874,37.41638832280198,41.2159444895,41.01969
151,35.85964676,37.69971330695441,38.90445283216196,38.40421998849997,40.030994
152,41.36856,51.39055662187309,51.09029011224947,51.01121674879996,41.34384
153,49.20100736,54.28553537585192,52.5643689463964,47.20094254706667,48.824512
154,25.44786968,30.68278988321926,33.294013392083926,27.71381876779998,28.970568
155,53.95839176,39.21969103395878,37.4004781233331,53.82215130240001,55.02052
156,41.54230795,33.77986822207551,32.07415194678583,40.079405354299944,38.10594
157,24.48329276,23.360387473567755,24.98189517785674,27.402527249299993,25.849255
158,47.96684532,54.078333153803605,49.49190564449044,56.295038236000075,55.280075
159,27.53077668,22.02475219672512,27.65806885765052,28.658593941699998,27.603802
160,18.12632404,22.041112245241536,27.259347338296017,18.510487262900007,13.8920555
161,46.93194184,36.105927968635335,36.34914128070823,47.00736362220004,47.035206
162,47.13257936,30.70289087011914,33.288076538413215,47.8321217096,45.43684
163,21.02212324,34.31389336390036,35.31876303468921,20.899662452799983,20.898188
164,66.9481196,48.05557595434179,47.35020358775205,65.13783141439997,69.741745
165,54.76507868,56.46857261505912,51.49701642388067,62.187849254257145,59.61675
166,64.90037588,60.879553869170444,58.972250518538644,67.03570275109993,67.691574
167,26.85991653,26.277898622203544,29.495595605378497,32.18142330089997,31.32429
168,8.204074924,14.367524829155037,21.3509515229431,10.787962076600003,7.9773583
169,23.8358748,27.649105958453042,30.26257645187556,26.652342887700016,25.830952
170,24.10408096,33.192172164075174,36.4710078692984,27.527253457500002,25.15582
171,45.3675208,36.43054610951724,33.867860072510396,38.8262551452,42.296684
172,41.40992856,33.82145199563524,30.275334999994456,40.14709121309998,40.42331
173,10.76272036,20.829167317606927,21.167983906294754,12.929527720640003,13.068574
174,37.43165204,32.818660692625066,36.44026450636224,36.27737268969993,36.528126
175,14.2032056,19.08037878103984,25.149614986976744,14.612776013200003,16.463417
176,19.76520849,33.32576340591487,32.02927592278434,19.726384096799993,17.940437
177,34.23937816,30.29808186768139,27.057470100562774,28.131193065139996,32.18128
178,61.23581094,44.45233230461503,43.2487480468929,58.55412161699994,61.515038
179,19.53906036,32.19482978798723,29.7847834256991,18.536563245780005,20.618267
180,29.44751996,26.09747164325374,27.324456377353474,35.45647074410003,35.175877
181,51.03501352,39.74416504061521,39.47621287290084,52.92983146320001,54.70083
182,49.89737812,48.18828860897527,45.306716737897695,60.17325947640002,63.653923
183,43.38872468,28.442758687892614,29.93272698238956,36.21782954199999,38.898983
184,25.3727168,28.315746727489262,30.538669165975456,28.8265089268,30.851997
185,21.29101888,27.530677015607687,24.5761286208416,14.266679745699998,12.84363
186,15.42357812,28.798947710947314,31.83483229968024,17.22029741759999,17.270657
187,28.62704352,17.133053818634195,22.078981239878374,36.34771303089999,42.04271
188,40.06200298,29.30119421899527,29.389240124323116,37.45109526330005,38.987835
189,24.98661024,24.431676033150758,26.760610340715647,25.720074808800014,23.457947
190,26.0621928,28.463205506194516,31.65064854383429,22.117066285799993,24.644594
191,33.00383717,21.968510027540987,25.38915547004441,31.75154880419997,28.1242
192,37.42475728,31.772381639569762,34.29895636751738,39.33058418340004,34.848484
193,46.6430514,38.81492749755782,35.73615346773242,49.80512623120001,48.77502
194,56.09576736,52.92243920753039,49.11701781710723,39.042216428846636,41.18911
195,65.90701084,46.14727899761847,43.23892948755099,54.09872770500003,55.469917
196,33.68779736,30.50857243983441,26.87039171616932,31.0233311476,28.528458
197,55.0201848,42.12957701377415,37.27938229216947,51.480020045000046,56.36212
198,27.8748252,21.49638442869462,23.658941026423307,27.419646939200003,26.606047
199,9.617500724,26.46649811509557,26.434531864231232,13.597094144159989,14.34806
200,49.20100736,54.28553537585192,52.5643689463964,47.20094254706667,48.824512
201,29.65436276,27.33276831022083,28.126302239194622,32.87697358399998,32.87002
202,21.53923024,23.807062741833654,23.462247001622472,24.323589434399988,23.135214
203,26.96540636,27.743237669428463,26.2638806350172,31.38565078520001,35.598446
204,33.71882378,33.0896017061902,31.69303219873781,36.57322684109998,29.579443
205,33.39821744,53.809072107975645,52.197286851143964,34.033224835999974,33.517193
206,45.83636448,37.518509379198974,36.08848705609524,44.32621504680002,49.435173
207,44.6090972,34.5931785879251,32.185028761342686,39.23270124429999,41.934814
208,27.67556664,34.51458851010972,35.020186899675714,32.968666997199996,36.293007
209,33.60506024,27.84753215438665,30.64595145992887,32.73455542139997,29.25693
210,28.29609504,49.68621875248777,45.20824567202915,31.862706124749977,41.14686
211,33.70158688,59.189929539005774,56.197646865853706,35.037763789100026,32.715313
212,26.91369566,30.373360860820583,30.64820670692408,32.236071167699954,27.69875
213,43.69898888,33.251655173976474,35.1670032139351,36.94251018579999,36.30702
214,39.05192064,31.367502798101565,36.90603666073618,41.072657587799974,38.418095
215,25.96566616,19.643478305274893,25.729832959901593,26.298262488199995,23.964853
216,33.7153764,33.21733127146869,31.77863219522402,37.48917502299997,29.659946
217,32.72253096,42.648148580890464,43.13564795796383,33.5012182596,35.850544
218,45.30477848,42.47383229149116,42.77772002513054,45.013929927700026,45.25
219,65.99664272,55.423871363880835,51.04419881718252,63.65665080800003,63.738163
220,35.76312012,30.66846213614474,33.6118576989875,36.99411057029998,36.096996
221,6.26733684,28.131248869257583,31.745483897498136,15.494126618111139,12.968328
222,23.69660064,26.295597951518307,25.982765055697396,24.50666599619997,24.452663
223,37.6798634,39.084911261607374,33.477869430713156,41.06055334140004,38.619114
224,35.3011712,50.397626574912,47.3763258256037,35.43368848719992,35.226967
225,23.51802636,25.766638303691398,27.18760284610129,25.192349878,25.992205
226,60.2946762,56.78696753220237,54.49154994647168,60.16217040406671,60.35307
227,33.68779736,52.277344269473176,50.224544290318136,42.54028309239995,40.20721
228,19.98790924,21.5941590025812,24.71071466371516,22.961715754539995,20.104897
229,44.20782217,42.11733817280476,38.57565897685232,39.918047282899956,42.81709
230,62.05284,50.04246724845113,43.72042520929868,59.382223664840005,58.70948
231,71.29871316,53.375521999138726,49.67058892093142,71.42502516320005,70.94658
232,68.4994406,53.41006981114041,50.79182784679692,69.56585312920001,66.60047
233,49.24927068,29.33119096469295,29.377511063600444,27.945634388599988,24.28051
234,54.27555072,47.334280158838055,45.57418674669502,51.592753311900026,52.4547
235,22.13907436,20.178195923699093,23.06036277290901,23.508097905600003,20.697039
236,36.80422888,35.127619246510775,35.469250037886844,35.52525779680005,32.910267
237,41.05346947,39.93840924621513,40.92748001483483,41.916976105200035,43.030342
238,37.17103011,31.2896844930541,32.487760056114006,38.642144369299956,37.07868
239,42.1269836,67.2523605660067,61.12906744742456,40.89213208400002,42.54599
240,36.3009114,28.795053165340924,31.772409818774268,35.853488754699974,38.932537
241,43.57833058,36.84159276177627,35.138620781916096,44.14272873939997,43.504597
242,54.09628696,50.90863765478996,48.86464684672164,43.687650611296164,50.54466
243,23.84897484,29.11138561032252,32.92076564711377,44.173037118700016,39.85232
244,64.90037588,60.60501980523542,54.58706445506316,65.37777300220002,67.53029
245,45.08483564,38.80307645328393,37.92818903534687,47.40637323440001,48.47967
246,68.29949256,54.918282261195145,50.39600529815881,64.00232255560003,57.474125
247,67.69964844,50.916990542284935,47.66311815196665,64.8471621224,54.511036
248,77.29715436,56.710764874272655,52.24016358769847,77.14222910279989,77.36718
249,64.90037588,54.4716319281807,49.1733364616489,54.94584352760001,59.43733
250,71.98818916,52.15606162867723,46.92579260394663,65.41577297970004,63.793934
251,33.5430074,32.38340156360662,30.069724716166306,34.9362522375,35.865986
252,6.280436884,14.602437811486958,18.921161810970023,5.388434203759996,5.800226
253,39.45181672,36.23386154821412,38.50107316771773,38.48154472679995,37.859627
254,21.50475644,27.158452006011508,27.973632208443625,26.4305108792,25.931074
255,8.536402356,16.468564187986033,20.217433866234025,11.092772521639997,8.290174
256,29.41304616,29.159376982427382,24.96262921978598,27.040090400299977,27.020159
257,24.53845084,23.743980219639376,25.833795066068674,29.126403407799998,28.12173
