title,price,img,url
Fast Charging 4g 5g Smartphone Global Version 7.3Inch Large Screen Dual Card 5G Smart Phone,"PKR 16,847",./Alibaba_files/Hf17f000d99db49518c8de2abe0d3b98aM.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Fast-Charging-4g-5g-Smartphone-Global_1600632739355.html?priceId=71683601eb824d65a820ca1519e378f0
SOYES A17 Mini Android8.1 Smartphone 3.0in 2GB RAM 16GB ROM Dual SIM Standby Dual Camera 3G Network Small Gift 900mAh SmartPhone,"PKR 7,485",./Alibaba_files/H829e8d0b34824df2b9a029b62213f73eB.jpg_300x300.jpg,https://www.alibaba.com/product-detail/SOYES-A17-Mini-Android8-1-Smartphone_1601690429673.html?priceId=71683601eb824d65a820ca1519e378f0
High Quality Original I17 17 Pro Max 5G CDMA Spanish Smartphone 7.3 Inch OLED Display 16G+1TB Storage Deca Core 108MP Camera,"PKR 220,872-245,829",./Alibaba_files/H587366f93fc74104a274d5f38a3ed3c70.jpg_300x300.jpg,https://www.alibaba.com/product-detail/High-Quality-Original-I17-17-Pro_1601717250286.html?priceId=71683601eb824d65a820ca1519e378f0
"New Mini S25 ultra Smartphone with 4-inch Screen, 2GB RAM and 16GB Storage. Android Export Smartphone. Mini Mobile Phone.","PKR 4,680-7,956",./Alibaba_files/Hd507eaa17ebf4f678086eceb82ad4dc58.jpg_300x300.jpg,https://www.alibaba.com/product-detail/New-Mini-S25-ultra-Smartphone-with_1601457516967.html?priceId=71683601eb824d65a820ca1519e378f0
Hot-Selling Gaming Mobile Phone Smartphone Wcdma Large Mobile Phone,"PKR 19,545",./Alibaba_files/H1b18f412143b406c892caa434cae864ce.png_300x300.png,https://www.alibaba.com/product-detail/Hot-Selling-Gaming-Mobile-Phone-Smartphone_1601581280355.html?priceId=71683601eb824d65a820ca1519e378f0
Hot Sales in 2024 7.3-inch Gt20 Pro Smartphone 4g 5g Smartphone 16GB +1 Tb 72mp +108mp Dual Sim Dual Standby Smartphone,"PKR 11,855-12,479",./Alibaba_files/H584960cbbcdb42ad817921841907596cU.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Hot-Sales-in-2024-7-3_1601222802473.html?priceId=71683601eb824d65a820ca1519e378f0
S25 Ultra 5G Smartphone 48+108MP Dual Sim Phone 16GB+1TB Deca Core CPU Smart Gaming Cellphone Global Version Mobile Phones,"PKR 9,297-18,094",./Alibaba_files/H284c559eb1e6487783f933b3ac148fc00.jpg_300x300.jpg,https://www.alibaba.com/product-detail/S25-Ultra-5G-Smartphone-48-108MP_1601607776987.html?priceId=71683601eb824d65a820ca1519e378f0
Original Hot 50i Smartphones for Hot50i 16GB+1TB 5G Dual SIM Cellphone Mobile Phone,"PKR 6,237-14,288",./Alibaba_files/H8b984bac3fe64ab5b495dd6fad7f4f83o.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Original-Hot-50i-Smartphones-for-Hot50i_1601698730321.html?priceId=71683601eb824d65a820ca1519e378f0
Best Sale Cheap Unlocked 16 Pro Max 6.8 Inch I New 16 Pro Max 4G 5G Smartphone 8GB+1TB Dual Sim Card 48MP Camera Mobile Phone,"PKR 38,213-47,909",./Alibaba_files/Hbeede6543e114e85ad80b36ea2f7ee57p.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Best-Sale-Cheap-Unlocked-16-Pro_1601739660998.html?priceId=71683601eb824d65a820ca1519e378f0
Hot Selling Huawe Fold Screen 5G Smartphone Huawe Mate XS Mobile Phone,"PKR 109,188",./Alibaba_files/Hfa28e7592bf5406d9844a51439e21e905.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Hot-Selling-Huawe-Fold-Screen-5G_1601717624136.html?priceId=71683601eb824d65a820ca1519e378f0
6.56'' Inch 4G Smartphone Android Mobile Phone Unlocked Mobile Phones Low Price Telephone Cell Smartphone,"PKR 18,094",./Alibaba_files/Hff58e6e4b9204f17ac5bbb33e6c8a140B.jpg_300x300.jpg,https://www.alibaba.com/product-detail/6-56-Inch-4G-Smartphone-Android_1601030706514.html?priceId=71683601eb824d65a820ca1519e378f0
"New Global Version Gaxlay S25+Ultra Android 14.0 7.3"" Full Screen 16GB 512GB Telefon 108MP Camera 7300mAh GPS WiFi 5G Smartphone","PKR 8,090-12,045",./Alibaba_files/H2457b2d3c26647c1adf6388c6c1d1244n.jpg_300x300.jpg,https://www.alibaba.com/product-detail/New-Global-Version-Gaxlay-S25-Ultra_1601575732734.html?priceId=71683601eb824d65a820ca1519e378f0
Brand New 5G 16 Pro Max Smartphone 1T Storage Deca Core CPU HD OLED Display 108MP Camera French/German 65W Quick Charge,"PKR 14,039-28,077",./Alibaba_files/Hcc9600042a784c71bd035ea0f1fdcadde.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Brand-New-5G-16-Pro-Max_1601659936041.html?priceId=71683601eb824d65a820ca1519e378f0
Mini Smartphone with 3.4-Inch Screen Dual Core Android 3.0 Cellphone 3G & 4G Small Android Smart Mobile Phone,"PKR 12,167-14,039",./Alibaba_files/Hb2c4c2619d6b42c3895d3fe69ad16ac5T.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Mini-Smartphone-with-3-4-Inch_1601614392199.html?priceId=71683601eb824d65a820ca1519e378f0
5G Smartphone Note 50 Dual SIM Android Cellphone with 16+1TB ROM Telephone Deca Core CPU 5G Mobile Phone,"PKR 9,297-14,975",./Alibaba_files/H86879cd7af2b4f38840f0afb4b58822ex.jpg_300x300.jpg,https://www.alibaba.com/product-detail/5G-Smartphone-Note-50-Dual-SIM_1601722797322.html?priceId=71683601eb824d65a820ca1519e378f0
Global Version for Xiaomi Redmi Note11 Smartphone 128GB Refurbished 3G 4G LTE Mobile Phone with Octa Core CPU,"PKR 27,453-29,637",./Alibaba_files/H8ff4ae3044674d8a9714089351e7939eA.png_300x300.png,https://www.alibaba.com/product-detail/Global-Version-for-Xiaomi-Redmi-Note11_1601198005388.html?priceId=71683601eb824d65a820ca1519e378f0
High Configuration 22G+2TB Hot Selling 2025 New S25 Ultra Android 5G Smartphone High Quality Led Global Language Full Screen,"PKR 20,777-21,807",./Alibaba_files/H870fdbbb153a41959e22e72d5ec44d5eS.jpg_300x300.jpg,https://www.alibaba.com/product-detail/High-Configuration-22G-2TB-Hot-Selling_1601414637589.html?priceId=71683601eb824d65a820ca1519e378f0
HON OR 600 Pro Global Version Smartphone 6.57'' Amoled 120Hz Snap Dragon 8 Elite 7000mAh 200MP Camera esim Mobile Phone,"PKR 187,179-272,346",./Alibaba_files/Hfacd4b866ae344598ae8f191a9e53c58I.jpg_300x300.jpg,https://www.alibaba.com/product-detail/HON-OR-600-Pro-Global-Version_1601766268509.html?priceId=71683601eb824d65a820ca1519e378f0
Original Phones S24 ultra Smartphones for S24 ultra 16GB+1TB 5G Dual SIM Cellphone Mobile Phone S24 ultra 5g Smartphone,"PKR 5,809-11,737",./Alibaba_files/Hcb00ee9c9f884da594ebe19d67180926A.jpg_300x300.jpg,https://www.alibaba.com/product-detail/Original-Phones-S24-ultra-Smartphones-for_1601570862964.html?priceId=71683601eb824d65a820ca1519e378f0
2025 New S25 Ultra Smartphone 16GB+1TB Deca Core Snapdragon 800 Series Android 14 OLED 108MP Camera LTE French/German,"PKR 37,374-43,613",./Alibaba_files/H1543273759324fb193fa1c1fc513dc8fp.jpg_300x300.jpg,https://www.alibaba.com/product-detail/2025-New-S25-Ultra-Smartphone-16GB_1601618486452.html?priceId=71683601eb824d65a820ca1519e378f0
2026 NEW Phone 17promax Wholesale Original SmartPhone Unlocked 5G Smartphone Phone 17 Pro Max 5G Original Mobile Phones,"PKR 7,550-13,590",./Alibaba_files/H2a01e47a6a804d4f86fabf58c22dc1681.jpg_300x300.jpg,https://www.alibaba.com/product-detail/2026-NEW-Phone-17promax-Wholesale-Original_1601719128593.html?priceId=71683601eb824d65a820ca1519e378f0
2025 Best Selling Small Smartphone 4G Mobile Android Latest Model Mini Smart Phone Compact Dual Sim Phone,"PKR 10,919",./Alibaba_files/H0bf70f0de88a46229e70fabdb0dc7d20b.jpg_300x300.jpg,https://www.alibaba.com/product-detail/2025-Best-Selling-Small-Smartphone-4G_1601514325928.html?priceId=71683601eb824d65a820ca1519e378f0
A17 Mini Smartphone Android 8.1 3.0 Inch Display 2GB RAM 16GB ROM Dual SIM Standby 3G Network Play Store Pocket Size MobilePhone,"PKR 7,485",./Alibaba_files/Hfc6b95f6645e4b998434bc919eb0a7caI.jpg_300x300.jpg,https://www.alibaba.com/product-detail/A17-Mini-Smartphone-Android-8-1_1601786544960.html?priceId=71683601eb824d65a820ca1519e378f0
